,DATE,RADN,TMAX_AIR,TMIN_AIR,HMAX_AIR,HMIN_AIR,WIND,PRECN,TMAX_SOIL_1,TMIN_SOIL_1,TMAX_SOIL_2,TMIN_SOIL_2,TMAX_SOIL_3,TMIN_SOIL_3,TMAX_SOIL_4,TMIN_SOIL_4,TMAX_SOIL_5,TMIN_SOIL_5,TMAX_SOIL_6,TMIN_SOIL_6,TMAX_SOIL_7,TMIN_SOIL_7,TMAX_SOIL_8,TMIN_SOIL_8,TMAX_SOIL_9,TMIN_SOIL_9,TMAX_SOIL_10,TMIN_SOIL_10,TMAX_SOIL_11,TMIN_SOIL_11,TMAX_SOIL_12,TMIN_SOIL_12,TMAX_SOIL_13,TMIN_SOIL_13,TMAX_SOIL_14,TMIN_SOIL_14,TMAX_LITTER,TMIN_LITTER,ECND_1,ECND_2,ECND_3,ECND_4,ECND_5,ECND_6,ECND_7,ECND_8,ECND_9,ECND_10,ECND_11,ECND_12,TTL_SALT_DISCHG,unnamed.1
37,7022001.0,8.14156,-0.904899,-4.074553,0.5050469,0.4005062,309.1238,2.6035,1.117737,-0.1109619,1.186127,0.4564514,1.404358,0.9463196,1.826294,1.436401,2.112518,1.800568,2.450775,2.224884,2.80835,2.654907,3.386322,3.317383,4.45163,4.415253,5.758942,5.704407,6.816437,6.748749,7.708893,7.633728,8.421936,8.34668,8.811432,8.740417,0.9507141,-0.8964539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,8022001.0,4.095511,-2.571566,-9.477206,0.4473677,0.2416362,306.4279,6.6675,0.6455688,-0.01965332,0.9014587,0.4740601,1.185181,0.9251709,1.515411,1.376862,1.826569,1.711975,2.233948,2.108673,2.653717,2.542358,3.31665,3.222595,4.414734,4.356384,5.703827,5.647369,6.748047,6.682404,7.632996,7.56076,8.345856,8.273285,8.739685,8.668915,0.1250305,-0.5793152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
39,9022001.0,8.9027,-10.9049,-17.31814,0.2383875,0.1428123,303.8503,0.0,0.4979248,0.04785156,0.84729,0.5014954,1.171295,0.9067383,1.51413,1.319733,1.786011,1.633362,2.134247,2.024078,2.54422,2.45752,3.221893,3.152679,4.355682,4.292084,5.64679,5.587891,6.681702,6.616791,7.560028,7.489044,8.272491,8.199158,8.668152,8.598083,-0.1456299,-0.6086731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
40,10022001.0,11.79159,-9.793788,-21.03397,0.2598568,0.104872,309.3477,0.0,0.03555298,-0.1356506,0.493103,0.311615,0.9011841,0.7077637,1.316315,1.126404,1.630981,1.451447,2.022614,1.858978,2.456451,2.314911,3.151794,3.048126,4.291412,4.220367,5.58725,5.525482,6.616119,6.550842,7.488342,7.41806,8.198395,8.126831,8.597351,8.528168,-0.366394,-0.8939514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
41,11022001.0,12.66563,-2.01601,-19.00506,0.4658989,0.1242713,309.6134,0.0,0.05679321,-0.2459412,0.3947449,0.2108765,0.7180786,0.6095276,1.124329,1.034576,1.44989,1.365173,1.857788,1.768341,2.313812,2.213562,3.047028,2.942078,4.219543,4.138031,5.524811,5.458252,6.55014,6.483856,7.417358,7.348297,8.126068,8.056549,8.527466,8.459412,-0.3002319,-1.148041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
42,12022001.0,9.203136,0.761768,-9.30752,0.5693237,0.2697893,314.8142,0.508,0.5813599,-0.2814636,0.7894897,0.1906738,0.9936218,0.5818176,1.251495,0.9972229,1.480774,1.320099,1.785309,1.718384,2.213226,2.162445,2.941162,2.865356,4.137146,4.055817,5.45752,5.387665,6.483154,6.415527,7.347534,7.278748,8.055817,7.986053,8.45874,8.39151,0.007629395,-1.145203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
43,13022001.0,7.37609,1.872879,-7.067302,0.6161601,0.2850642,316.5381,1.524,0.7964172,0.4502869,1.018066,0.769165,1.226624,0.9985657,1.47052,1.255829,1.676666,1.484344,1.944855,1.78775,2.285461,2.184204,2.871399,2.860229,4.054993,3.992523,5.386932,5.316467,6.414825,6.346405,7.278015,7.210358,7.985291,7.919617,8.390839,8.324249,0.2140503,-0.2554016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
44,14022001.0,10.10248,-8.660489,-11.82101,0.2835361,0.2219046,317.8989,0.0,0.8243408,-0.1633301,1.052124,0.3800659,1.266876,0.8206177,1.515686,1.246826,1.723236,1.551636,1.99469,1.916901,2.329041,2.286591,2.894897,2.871674,3.992004,3.955719,5.315735,5.250946,6.345673,6.277893,7.209656,7.14209,7.918854,7.848999,8.323547,8.257324,0.2358398,-1.000427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
45,15022001.0,4.881719,-10.34934,-12.08178,0.2489139,0.2174048,322.5463,0.0,-0.1700439,-0.6881409,0.3705444,-0.07791138,0.8117981,0.3928223,1.240234,0.8676758,1.546783,1.220612,1.914246,1.650696,2.294586,2.104065,2.893097,2.810516,3.955383,3.91394,5.250305,5.191284,6.277161,6.211365,7.141418,7.073059,7.848267,7.780212,8.256653,8.191071,-1.010834,-2.038055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
46,16022001.0,8.621184,-10.34934,-13.36805,0.2489139,0.1963907,325.7537,0.0,-0.7004089,-0.9914246,-0.0864563,-0.1720886,0.386261,0.2356262,0.8628235,0.6762085,1.216858,1.020294,1.64798,1.448608,2.102051,1.922882,2.809265,2.675842,3.913361,3.843018,5.190674,5.13089,6.210663,6.146149,7.072296,7.004517,7.779449,7.712311,8.190369,8.125916,-1.846405,-2.659912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
