,DATE,EVAPN,RUNOFF,SEDIMENT,TTL_SWC,DISCHG,SNOWPACK,WTR_1,WTR_2,WTR_3,WTR_4,WTR_5,WTR_6,WTR_7,WTR_8,WTR_9,WTR_10,WTR_11,WTR_12,WTR_13,WTR_14,WTR_15,WTR_16,WTR_17,WTR_18,WTR_19,WTR_20,SURF_WTR,ICE_1,ICE_2,ICE_3,ICE_4,ICE_5,ICE_6,ICE_7,ICE_8,ICE_9,ICE_10,ICE_11,ICE_12,ICE_13,ICE_14,ICE_15,ICE_16,ICE_17,ICE_18,ICE_19,ICE_20,SURF_ICE,ACTV_LYR,WTR_TBL
0,2001-01-01,-0.022979675374999998,0.0,0.0,984.1337791666666,-0.3068122208333333,0.0,0.19386580416666666,0.29561272083333334,0.3038049291666667,0.30637234583333334,0.30694526666666666,0.26991410416666667,0.2706556125,0.3572680833333333,0.3460206416666667,0.35200647916666666,0.35800024999999996,0.36399123333333333,0.36417114166666664,0.37553963333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005395245377337556,0.00025204117499999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999.0,-2.399671833333333
1,2001-01-02,-0.015000835041666667,0.0,0.0,988.9430083333333,-0.1743175916666667,0.0,0.15863645416666666,0.2766688666666667,0.2976490708333333,0.30362645,0.3056997458333333,0.2698197375,0.26956901666666666,0.35759987916666663,0.3460889541666667,0.35202116666666666,0.3580028,0.36399345,0.36489191666666665,0.38904229166666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009458184125394583,0.01955854858333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999.0,-2.400000625
2,2001-01-03,-0.016403115883333333,0.0,0.0,992.2367125000001,-0.1341293375,0.0,0.1778753625,0.26988229583333334,0.29393593333333334,0.30061735,0.3032218625,0.26912188333333337,0.26879535416666667,0.35766591249999996,0.3461670458333333,0.35203854166666665,0.35800642083333334,0.3640297083333333,0.3660212583333333,0.39720774166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015554149528712084,0.025090792556654168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999.0,-2.39999975
3,2001-01-04,-0.016766756958333334,0.0,0.0,994.7180083333333,-0.10877205416666667,0.0,0.22521532916666667,0.28033935416666667,0.2920863166666667,0.2986660666666667,0.30151664166666664,0.2681383541666667,0.2683187875,0.3576200666666667,0.3462356833333333,0.3520571791666667,0.35801419166666665,0.3641125125,0.3672906125,0.40318467500000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02507895570986958,0.004908601613132819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999.0,-2.399999625
4,2001-01-05,-0.024723029525,0.0,0.0,996.6103416666666,-0.09312340291666667,0.0,0.2609653791666667,0.2774411458333333,0.2899230875,0.2967654,0.29987789583333335,0.2671379,0.26784436666666667,0.3575366166666667,0.3462899375,0.35207842083333335,0.35802829999999997,0.36423877916666664,0.36852409583333334,0.4079413125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008854209311328196,9.431741666666666e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999.0,-2.4000000416666665
5,2001-01-06,-0.028063283137500002,0.0,0.0,998.0730625,-0.08247038458333333,0.0,0.2613221375,0.2748498,0.2877064833333333,0.29481800416666665,0.29805019166666663,0.266217825,0.26736532083333336,0.35742758333333335,0.34632882083333333,0.35209987083333333,0.3580504208333333,0.364401225,0.36971960416666666,0.41190262083333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002356614946272741,9.431098333333332e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999.0,-2.400000125
6,2001-01-07,-0.0250146106125,0.0,0.0,999.3190166666667,-0.07517011,0.0,0.25682093333333333,0.2712710875,0.285378175,0.293274625,0.2968889083333333,0.2652680875,0.2668587625,0.35730250416666665,0.34635218333333334,0.35212134166666664,0.3580818291666667,0.3646074666666667,0.371099525,0.4150976625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005241704998585764,9.430452958333334e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999.0,-2.4
7,2001-01-08,-0.018008707716666666,0.0,0.0,1000.5329208333333,-0.06955292833333333,0.0,0.24473214166666668,0.2671137833333333,0.28316742083333335,0.2915324541666667,0.2955345916666667,0.26434868333333333,0.26630925,0.3571654166666667,0.34636069166666666,0.3521427916666667,0.3581234541666667,0.36485117083333335,0.37241917916666667,0.4179223541666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067771327264840005,9.429839791666667e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999.0,-2.400000083333333
8,2001-01-09,-0.021192493224999998,0.0,0.0,1001.6806666666666,-0.06496603875,0.013259683333333334,0.23488333333333333,0.2643226125,0.2812310375,0.2901278625,0.29416179583333335,0.2634046208333333,0.26572389166666666,0.357014425,0.346354925,0.35216424583333333,0.35817049166666665,0.36514989166666667,0.37359414583333334,0.420526325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01632282051500029,9.429255958333333e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999.0,-2.4000000416666665
9,2001-01-10,-0.010059626958333333,0.0,0.0,1004.0413333333332,-0.061159722916666666,0.6740909045833333,0.26310495,0.26504472500000004,0.2799199041666667,0.2887857833333333,0.2929347,0.2625565,0.26516477083333334,0.35683407500000003,0.34633920833333337,0.35218571666666665,0.35823049999999995,0.36548414999999995,0.3747678083333333,0.4228471541666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013462661072273672,9.428692416666667e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999.0,-2.400000083333333
