,DATE,SOL_RADN,AIR_TEMP,HUM,WIND,PREC,SOIL_RN,SOIL_LE,SOIL_H,SOIL_G,ECO_RN,ECO_LE,ECO_H,ECO_G,TEMP_1,TEMP_2,TEMP_3,TEMP_4,TEMP_5,TEMP_6,TEMP_7,TEMP_8,TEMP_9,TEMP_10,TEMP_11,TEMP_16,TEMP_LITTER
0,1998-01-01,39.41690208333333,-20.458333333333332,0.12064014916666667,2.8350000000000004,0.27499999999999997,-56.357388750000005,-6.407153916666666,-72.45116729166666,135.21570870833332,-56.357388750000005,-6.407153916666666,-72.45116729166666,135.21570870833332,-3.9194374166666663,0.39761227,1.9368539845833332,3.2975604583333333,4.257656083333333,4.886444166666666,5.313629083333333,5.684222041666668,5.6387786250000005,5.5062014999999995,5.429150875,0.0,-12.390977999999999
1,1998-01-02,25.491204166666666,-1.1541666666666666,0.5476757833333333,3.199583333333333,0.0,-32.368523875,6.375035320833334,25.183915833333334,0.8095724083333334,-32.368523875,6.375035320833334,25.183915833333334,0.8095724083333334,-0.7677320458333333,0.0838890055,0.5898145041666666,1.2807767916666666,1.9532407083333334,2.584115375,3.2634659166666666,4.347230333333333,5.277912125,5.493391708333333,5.438770291666667,0.0,-1.8953209083333336
2,1998-01-03,18.450641291666667,5.333333333333333,0.8131531083333333,4.99125,0.0,-22.254496583333335,12.865914250000001,31.4994075,-22.110825375,-22.254496583333335,12.865914250000001,31.4994075,-22.110825375,-0.05005263239583333,0.20889154583333333,0.6160990291666667,1.13580325,1.646066,2.139878625,2.6921831666666667,3.6513482083333333,4.724511416666666,5.371668541666666,5.434819625,0.0,-0.22895431666666666
3,1998-01-04,39.274805,-6.504166666666666,0.29878842499999997,5.6883333333333335,0.0,-44.66867033333333,1.8192574458333333,32.40234791666666,10.44706375,-44.66867033333333,1.8192574458333333,32.40234791666666,10.44706375,-0.05324808066666667,0.4139734875,0.7269973791666667,1.1188342083333334,1.5141666249999999,1.9070523750000001,2.3662935833333334,3.2383740833333334,4.3212382499999995,5.186407791666666,5.4059397083333325,0.0,-0.5697644583333333
4,1998-01-05,11.649264875,-4.1375,0.45232568333333334,2.5833333333333335,0.8583333333333333,-38.50376875,6.720949875,24.57005291666667,7.212765891666667,-38.50376875,6.720949875,24.57005291666667,7.212765891666667,-0.10394796040833333,0.490545925,0.7835489833333332,1.1357358333333334,1.4836489583333332,1.8247870833333335,2.2290025416666666,3.0073497083333334,4.043444208333333,4.993228875,5.352640833333333,0.0,-0.7263857916666666
5,1998-01-06,15.129126249999999,-1.2,0.5539388875,2.14875,0.7166666666666667,-38.56551875,6.201262395833333,19.217923945833334,13.146331083333335,-38.56551875,6.201262395833333,19.217923945833334,13.146331083333335,0.056888577745833335,0.5769882125,0.8345273249999999,1.1414146250000001,1.44747925,1.7505582916666667,2.1145197083333334,2.8343276250000002,3.8386090416666665,4.817448916666667,5.282670333333333,0.0,-0.25943374583333334
6,1998-01-07,19.721159333333333,-4.041666666666667,0.45027740833333335,3.8354166666666667,0.225,-37.885413750000005,7.049247583333333,25.366488750000002,5.469677415,-37.885413750000005,7.049247583333333,25.366488750000002,5.469677415,0.1385828625,0.6257044416666667,0.8682607041666667,1.1483713333333332,1.4267247916666665,1.7020135833333334,2.0322697499999998,2.6989682083333335,3.6750933333333333,4.6631215416666665,5.204210916666667,0.0,-0.06845601416666668
7,1998-01-08,14.845769708333334,-0.9291666666666667,0.5635836208333334,1.6720833333333334,0.7541666666666668,-36.63295416666667,7.489950958333334,21.022233041666667,8.120769791666666,-36.63295416666667,7.489950958333334,21.022233041666667,8.120769791666666,0.45575459583333333,0.8101679708333333,0.991929425,1.2128193333333332,1.4441426666666668,1.681647,1.9741236666666666,2.588761708333333,3.5393625833333338,4.530151291666667,5.123058333333334,0.0,0.07134119
8,1998-01-09,8.583603125,-2.225,0.5143066,1.0,0.9791666666666666,-36.820058333333336,7.7449982916666675,23.74292625,5.332133625,-36.820058333333336,7.7449982916666675,23.74292625,5.332133625,0.8238754208333333,1.1213454166666665,1.2733637916666667,1.4488880833333333,1.629392,1.8150673333333334,2.047138208333333,2.55629225,3.4356092083333336,4.416441708333333,5.042986666666667,0.0,0.24351246666666668
9,1998-01-10,20.113274166666667,-0.04166666666666663,0.5750849166666666,5.08375,0.0,-37.07281566666666,7.5678314166666665,25.744559083333332,3.7604270875,-37.07281566666666,7.5678314166666665,25.744559083333332,3.7604270875,0.8679160958333334,1.1754239166666667,1.33397675,1.5139682083333332,1.6935525833333334,1.8733012083333334,2.093048083333333,2.5622189166666667,3.3713149999999996,4.318892166666667,4.9663950833333335,0.0,0.2806676166666667
10,1998-01-11,35.7382775,-8.754166666666666,0.26534067083333335,4.787083333333333,0.0,-42.12926083333333,3.0386849875,32.46000416666667,6.630572637499999,-42.12926083333333,3.0386849875,32.46000416666667,6.630572637499999,0.8781153291666667,1.1808331666666667,1.3382098750000002,1.5198263333333333,1.699999541666667,1.8788465833333332,2.095864625,2.5516026666666667,3.321745583333333,4.236301416666667,4.894607541666667,0.0,0.2961362208333333
11,1998-01-12,31.290414583333334,-11.725,0.240299225,2.8508333333333336,0.0,-37.97941241666667,4.4075865,30.278774583333334,3.2930531666666667,-37.97941241666667,4.4075865,30.278774583333334,3.2930531666666667,0.9460779541666667,1.2116839583333332,1.3524895,1.5233307083333332,1.6965712916666666,1.8704402083333334,2.082455875,2.5278739166666666,3.274341625,4.16430925,4.828150333333333,0.0,0.38791657083333336
